	Source file	DateTime	Date	Time	Duration(s)	Comments	Final207_235	Final207_235_Int2SE	Final207_235_Prop2SE	Final206_238	Final206_238_Int2SE	Final206_238_Prop2SE	Final238_206	Final238_206_Prop2SE	Final207_206	Final207_206_Int2SE	Final207_206_Prop2SE	Final208_232	Final208_232_Int2SE	Final206_208	Final206_208_Int2SE	FinalAge206_238	FinalAge206_238_Int2SE	FinalAge206_238_Prop2SE	FinalAge207_235	FinalAge207_235_Int2SE	FinalAge207_235_Prop2SE	FinalAge208_232	FinalAge208_232_Int2SE	Final206_204	Final206_204_Int2SE	Final207_204	Final207_204_Int2SE	Final208_204	Final208_204_Int2SE	Approx_U_PPM	Approx_U_PPM_Int2SE	Approx_Th_PPM	Approx_Th_PPM_Int2SE	Approx_Pb_PPM	Approx_Pb_PPM_Int2SE	FInal_U_Th_Ratio	FInal_U_Th_Ratio_Int2SE	Final238_206	Final238_206_Int2SE	FinalAge207_206	FinalAge207_206_Int2SE	FinalDiscPercent	FinalDiscPercent_Int2SE	FinalAnd207_235	FinalAnd207_235_Int2SE	FinalAnd207_235_Prop2SE	FinalAnd206_238	FinalAnd206_238_Int2SE	FinalAnd206_238_Prop2SE	FinalAnd208_232	FinalAnd208_232_Int2SE	FinalAnd238_206	FinalAnd238_206_Int2SE	FinalAnd207_206	FinalAnd207_206_Int2SE	FinalAgeAnd207_206	FinalAgeAnd207_206_Int2SE	FinalAgeAnd207_235	FinalAgeAnd207_235_Int2SE	FinalAgeAnd207_235_Prop2SE	FinalAgeAnd206_238	FinalAgeAnd206_238_Int2SE	FinalAgeAnd206_238_Prop2SE	FinalAgeAnd208_232	FinalAgeAnd208_232_Int2SE	FinalFracCommonPb	FinalFracCommonPb_Int2SE	FinalFracLostPb	FinalFracLostPb_Int2SE	AndersenSolution	AndersenSolution_Int2SE	FinalPbC207_235	FinalPbC207_235_Int2SE	FinalPbC207_235_Prop2SE	FinalPbC206_238	FinalPbC206_238_Int2SE	FinalPbC206_238_Prop2SE	FinalPbC208_232	FinalPbC208_232_Int2SE	FinalPbC207_206	FinalPbC207_206_Int2SE	FinalPbC238_206	FinalPbC238_206_Int2SE	FinalAgePbC207_206	FinalAgePbC207_206_Int2SE	FinalAgePbC207_235	FinalAgePbC207_235_Int2SE	FinalAgePbC207_235_Prop2SE	FinalAgePbC206_238	FinalAgePbC206_238_Int2SE	FinalAgePbC206_238_Prop2SE	FinalAgePbC208_232	FinalAgePbC208_232_Int2SE	ExtraMetaData
TS16_26	VP-X-TS-16_34.FIN2	03/08/2012 (6) 22:49:42.23	03/08/2012 (6)	22:49:42.23	11.399	VP-X-TS-16_34.FIN2	5.600	0.099	0.10	0.3396	0.0047	0.0071		0.06156346	0.1179	0.0018	0.0023	no value	NAN	no value	NAN	1884	22	34	1917	15	16	no value	NAN	490	130	58	15	25.0	6.8	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.944641	0.041	1936	15	4.73	0.68	5.40	0.15	0.16	0.3375	0.0053	0.0080	no value	NAN	2.968	0.048	0.1164	0.0014	1898	21	1887	24	24	1877	26	39	no value	NAN	0.0045	0.0028	0.0045	0.0028	0.284	0.051	4.10	0.22	0.23	0.3266	0.0051	0.0077	no value	NAN	0.0887	0.0042	3.067	0.048	1395	87	1635	47	49	1821	25	38	no value	NAN	FILENAME: VP-X-TS-16_34.FIN2;
TS16_27	VP-X-TS-16_35.FIN2	03/08/2012 (6) 22:51:02.24	03/08/2012 (6)	22:51:02.24	19.97	VP-X-TS-16_35.FIN2	9.65	0.14	0.14	0.4190	0.0059	0.0080		0.04556821	0.1630	0.0015	0.0021	no value	NAN	no value	NAN	2254	27	36	2400	13	14	no value	NAN	343	98	56	16	73	18	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.386635	0.034	2494.5	8.9	8.30	0.86	8.22	0.27	0.28	0.4088	0.0071	0.0095	no value	NAN	2.462	0.043	0.1451	0.0025	2279	30	2238	30	31	2209	33	44	no value	NAN	0.0252	0.0036	0.0252	0.0036	0.165	0.036	6.80	0.36	0.37	0.3987	0.0064	0.0086	no value	NAN	0.1194	0.0053	2.513	0.041	1927	80	2057	49	50	2163	30	40	no value	NAN	FILENAME: VP-X-TS-16_35.FIN2;
TS16_28	VP-X-TS-16_38.FIN2	03/08/2012 (6) 22:56:22.24	03/08/2012 (6)	22:56:22.24	19.97	VP-X-TS-16_38.FIN2	0.881	0.053	0.060	0.0986	0.0026	0.0059		0.6068735	0.0634	0.0038	0.0040	no value	NAN	no value	NAN	605	15	35	636	28	32	no value	NAN	15.1	2.5	0.96	0.15	3.38	0.59	no value	NAN	no value	NAN	no value	NAN	no value	NAN	10.14199	0.25	774	67	16.6	1.7	0.814	0.029	0.033	0.0978	0.0027	0.0062	no value	NAN	10.34	0.28	0.06009	0.00048	603	17	603	16	18	601	16	36	no value	NAN	0.0046	0.0050	0.0046	0.0050	0.0	1.0	-18.9	1.7	2.0	-0.064	0.014	0.031	no value	NAN	1.20	0.85	-6	12	2.1E+03	3.6E+03	1.1E+03	1.3E+03	1.5E+03	-443	98	220	no value	NAN	FILENAME: VP-X-TS-16_38.FIN2;
TS16_29	VP-X-TS-16_39.FIN2	03/08/2012 (6) 22:57:42.24	03/08/2012 (6)	22:57:42.24	19.97	VP-X-TS-16_39.FIN2	4.209	0.066	0.072	0.2627	0.0036	0.0064		0.09273845	0.11358	0.00085	0.0017	no value	NAN	no value	NAN	1506	18	33	1674	13	14	no value	NAN	660	160	75	19	89	22	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.806624	0.052	1859.5	7.8	10.79	0.64	3.297	0.083	0.091	0.2553	0.0039	0.0070	no value	NAN	3.915	0.059	0.0937	0.0011	1501	22	1480	20	22	1466	20	35	no value	NAN	0.0276	0.0014	0.0276	0.0014	0.0	1.0	3.218	0.093	0.10	0.2550	0.0035	0.0063	no value	NAN	0.0905	0.0022	3.901	0.053	1433	48	1458	22	24	1463	18	32	no value	NAN	FILENAME: VP-X-TS-16_39.FIN2;
TS16_30	VP-X-TS-16_40.FIN2	03/08/2012 (6) 22:59:02.24	03/08/2012 (6)	22:59:02.24	19.97	VP-X-TS-16_40.FIN2	0.935	0.027	0.040	0.1076	0.0017	0.0056		0.483686	0.0620	0.0016	0.0022	no value	NAN	no value	NAN	658.6	9.8	33	670	14	21	no value	NAN	77	21	4.7	1.2	32.6	9.5	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.29368	0.14	690	31	6.84	0.78	0.913	0.020	0.028	0.1074	0.0017	0.0057	no value	NAN	9.33	0.15	0.06172	0.00042	663	14	658	10	15	658	10	34	no value	NAN	0.0017	0.0020	0.0017	0.0020	0.198	0.038	-3.20	0.36	0.52	0.0727	0.0034	0.011	no value	NAN	-0.492	0.098	15.8	1.2	980	760	-470	350	500	451	20	67	no value	NAN	FILENAME: VP-X-TS-16_40.FIN2;
TS16_31	VP-X-TS-16_42.FIN2	03/08/2012 (6) 23:04:23.24	03/08/2012 (6)	23:04:23.24	19.97	VP-X-TS-16_42.FIN2	1.364	0.027	0.040	0.1403	0.0019	0.0057		0.289574	0.0699	0.0012	0.0019	no value	NAN	no value	NAN	846	11	32	871	12	17	no value	NAN	260	110	17.7	7.1	24.3	7.7	no value	NAN	no value	NAN	no value	NAN	no value	NAN	7.127584	0.097	920	22	5.42	0.63	1.309	0.025	0.036	0.1394	0.0020	0.0058	no value	NAN	7.21	0.10	0.06748	0.00043	853	13	847	11	16	841	11	33	no value	NAN	0.0048	0.0016	0.0048	0.0016	0.266	0.039	-0.41	0.25	0.37	0.1249	0.0025	0.0073	no value	NAN	-0.028	0.015	8.11	0.17	800	180	180	120	170	759	15	43	no value	NAN	FILENAME: VP-X-TS-16_42.FIN2;
TS16_32	VP-X-TS-16_43.FIN2	03/08/2012 (6) 23:05:42.24	03/08/2012 (6)	23:05:42.24	19.97	VP-X-TS-16_43.FIN2	1.558	0.024	0.037	0.1483	0.0016	0.0056		0.2546277	0.0751	0.0011	0.0018	no value	NAN	no value	NAN	892.0	9.3	32	953.5	9.2	14	no value	NAN	-1.2E+03	2.9E+03	-70	190	37	11	no value	NAN	no value	NAN	no value	NAN	no value	NAN	6.743088	0.075	1069	18	5.81	0.62	1.409	0.024	0.038	0.1471	0.0018	0.0060	no value	NAN	6.789	0.080	0.06985	0.00052	924	15	891	10	16	884	10	34	no value	NAN	0.0081	0.0015	0.0081	0.0015	0.237	0.039	0.27	0.14	0.22	0.1376	0.0021	0.0071	no value	NAN	0.0126	0.0072	7.26	0.11	780	140	220	110	180	833	12	41	no value	NAN	FILENAME: VP-X-TS-16_43.FIN2;
TS16_33	VP-X-TS-16_47.FIN2	03/08/2012 (6) 23:12:23.24	03/08/2012 (6)	23:12:23.24	19.97	VP-X-TS-16_47.FIN2	11.08	0.17	0.17	0.4808	0.0075	0.0092		0.03979779	0.1672	0.0016	0.0022	no value	NAN	no value	NAN	2531	32	40	2532	15	15	no value	NAN	260	33	41.7	6.1	64.0	9.5	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.079867	0.032	2526	10	6.24	0.70	11.10	0.42	0.43	0.4790	0.0096	0.012	no value	NAN	2.081	0.041	0.1656	0.0030	2519	30	2527	35	35	2525	41	51	no value	NAN	0.0003	0.0047	0.0003	0.0047	0.213	0.038	6.01	0.46	0.47	0.4411	0.0074	0.0091	no value	NAN	0.0984	0.0067	2.275	0.039	1710	110	1976	67	68	2359	34	42	no value	NAN	FILENAME: VP-X-TS-16_47.FIN2;
TS16_34	VP-X-TS-16_49.FIN2	03/08/2012 (6) 23:15:03.24	03/08/2012 (6)	23:15:03.24	19.97	VP-X-TS-16_49.FIN2	0.913	0.024	0.037	0.1084	0.0018	0.0057		0.4850833	0.0609	0.0012	0.0019	no value	NAN	no value	NAN	664	11	33	659	12	20	no value	NAN	182	52	11.2	3.2	28.0	8.0	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.225092	0.15	644	24	4.72	0.55	0.923	0.021	0.033	0.1084	0.0019	0.0058	no value	NAN	9.29	0.16	0.06198	0.00049	674	16	663	11	17	663	11	34	no value	NAN	-0.0010	0.0014	-0.0010	0.0014	0.272	0.039	-0.74	0.18	0.28	0.0934	0.0020	0.0063	no value	NAN	-0.069	0.016	10.79	0.25	760	230	-180	160	250	575	12	37	no value	NAN	FILENAME: VP-X-TS-16_49.FIN2;
TS16_35	VP-X-TS-16_50.FIN2	03/08/2012 (6) 23:16:23.24	03/08/2012 (6)	23:16:23.24	19.97	VP-X-TS-16_50.FIN2	7.85	0.15	0.16	0.3356	0.0055	0.0077		0.06836705	0.1700	0.0019	0.0024	no value	NAN	no value	NAN	1863	26	37	2217	17	18	no value	NAN	181	20	32.8	4.2	32.9	4.5	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.979738	0.049	2573	11	21.6	1.1	4.94	0.16	0.17	0.3123	0.0059	0.0084	no value	NAN	3.202	0.059	0.1140	0.0017	1859	27	1803	28	28	1752	29	41	no value	NAN	0.0655	0.0032	0.0655	0.0032	0.0	1.0	3.00	0.46	0.47	0.3015	0.0062	0.0087	no value	NAN	0.068	0.011	3.354	0.071	1750	110	1460	100	100	1699	31	44	no value	NAN	FILENAME: VP-X-TS-16_50.FIN2;
TS16_36	VP-X-TS-16_51.FIN2	03/08/2012 (6) 23:20:23.24	03/08/2012 (6)	23:20:23.24	19.97	VP-X-TS-16_51.FIN2	0.883	0.031	0.042	0.1081	0.0020	0.0058		0.4963369	0.0607	0.0020	0.0025	no value	NAN	no value	NAN	663	11	34	639	17	23	no value	NAN	37	13	2.35	0.90	12.6	4.7	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.250694	0.16	620	45	9.0	1.0	0.920	0.023	0.031	0.1082	0.0021	0.0062	no value	NAN	9.31	0.18	0.06180	0.00055	671	19	662	12	16	662	12	36	no value	NAN	-0.0024	0.0026	-0.0024	0.0026	0.144	0.035	-5.40	0.51	0.69	0.0523	0.0046	0.014	no value	NAN	-0.77	0.35	19.7	4.3	1290	540	330	400	540	332	29	85	no value	NAN	FILENAME: VP-X-TS-16_51.FIN2;
TS16_37	VP-X-TS-16_58.FIN2	03/08/2012 (6) 23:31:03.24	03/08/2012 (6)	23:31:03.24	19.97	VP-X-TS-16_58.FIN2	no value	NAN		no value	NAN				no value	NAN		no value	NAN	no value	NAN	no value	NAN		no value	NAN		no value	NAN	no value	NAN	no value	NAN	no value	NAN	no value	NAN	no value	NAN	no value	NAN	no value	NAN		NAN	no value	NAN	no value	NAN	no value	NAN		no value	NAN		no value	NAN	no value	NAN	no value	NAN	no value	NAN	no value	NAN		no value	NAN		no value	NAN	no value	NAN	no value	NAN	0.0	1.0	no value	NAN		no value	NAN		no value	NAN	0.0	1.0	no value	NAN	no value	NAN	no value	NAN		no value	NAN		no value	NAN	FILENAME: VP-X-TS-16_58.FIN2;
TS16_38	VP-X-TS-16_61.FIN2	03/08/2012 (6) 23:37:44.24	03/08/2012 (6)	23:37:44.24	19.97	VP-X-TS-16_61.FIN2	5.267	0.067	0.073	0.3364	0.0044	0.0071		0.06274027	0.1168	0.0010	0.0018	no value	NAN	no value	NAN	1870	21	34	1862	11	12	no value	NAN	570	180	66	21	69	22	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.972652	0.038	1906.9	9.0	4.48	0.47	5.35	0.13	0.14	0.3371	0.0050	0.0080	no value	NAN	2.977	0.044	0.1170	0.0012	1910	18	1873	22	23	1875	24	39	no value	NAN	-0.0015	0.0021	-0.0015	0.0021	0.290	0.038	4.13	0.15	0.16	0.3279	0.0044	0.0069	no value	NAN	0.0937	0.0032	3.068	0.041	1517	58	1656	30	33	1827	21	34	no value	NAN	FILENAME: VP-X-TS-16_61.FIN2;
																																																																																																				
Z_Temora2_1	R33_1.FIN2	03/08/2012 (6) 21:38:18.24	03/08/2012 (6)	21:38:18.24	19.97	R33_1.FIN2	0.499	0.014	0.032	0.06675	0.00091	0.0055		1.234412	0.0540	0.0015	0.0021	no value	NAN	no value	NAN	417.0	5.4	33	411.7	9.1	21	no value	NAN	21.5	1.2	1.161	0.073	4.53	0.28	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.98127	0.20	415	30	7.13	0.79	0.5107	0.0090	0.021	0.06681	0.00093	0.0056	no value	NAN	14.95	0.20	0.05536	0.00034	426	13	418.8	6.0	14	416.8	5.6	34	no value	NAN	-0.0017	0.0019	-0.0017	0.0019	0.192	0.038	-6.69	0.42	1.0	0.0059	0.0034	0.020	no value	NAN	-0.7	2.7	36	60	no value	NAN	-590	-590	-1400	36	22	130	no value	NAN	FILENAME: R33_1.FIN2;
Z_Temora2_2	R33_2.FIN2	03/08/2012 (6) 21:44:19.24	03/08/2012 (6)	21:44:19.24	19.97	R33_2.FIN2	0.511	0.016	0.033	0.0663	0.0011	0.0055		1.251226	0.0557	0.0015	0.0021	no value	NAN	no value	NAN	413.6	6.7	33	422	10	22	no value	NAN	36.0	4.1	1.93	0.21	7.11	0.71	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.08296	0.26	475	33	7.27	0.74	0.504	0.010	0.022	0.0662	0.0011	0.0057	no value	NAN	15.17	0.27	0.05534	0.00030	424	12	415.1	6.9	14	413.8	7.0	35	no value	NAN	0.0010	0.0020	0.0010	0.0020	0.165	0.036	-4.66	0.46	0.97	0.0227	0.0035	0.018	no value	NAN	0.4	1.3	5	30	620	620	-260	350	740	144	22	110	no value	NAN	FILENAME: R33_2.FIN2;
Z_Temora2_3	R33_3.FIN2	03/08/2012 (6) 21:45:39.24	03/08/2012 (6)	21:45:39.24	19.97	R33_3.FIN2	0.508	0.014	0.032	0.06664	0.00097	0.0055		1.238491	0.0549	0.0016	0.0021	no value	NAN	no value	NAN	415.8	5.9	33	418.1	9.7	22	no value	NAN	45.2	4.6	2.43	0.23	10.7	1.1	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.006	0.22	444	32	7.20	0.78	0.5050	0.0091	0.020	0.0665	0.0010	0.0057	no value	NAN	15.09	0.24	0.05502	0.00036	417	14	416.6	6.4	14	415.6	6.2	35	no value	NAN	0.0006	0.0019	0.0006	0.0019	0.207	0.038	-3.37	0.27	0.60	0.0329	0.0026	0.014	no value	NAN	-0.82	0.33	35.5	7.4	1350	350	-440	440	980	210	16	91	no value	NAN	FILENAME: R33_3.FIN2;
Z_Temora2_4	R33_4.FIN2	03/08/2012 (6) 21:46:59.24	03/08/2012 (6)	21:46:59.24	19.97	R33_4.FIN2	0.511	0.010	0.031	0.06696	0.00083	0.0054		1.204378	0.05509	0.00085	0.0017	no value	NAN	no value	NAN	417.7	5.0	33	419.0	6.6	20	no value	NAN	136	13	7.48	0.75	32.8	3.6	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.93429	0.19	434	21	4.02	0.45	0.5097	0.0083	0.025	0.06684	0.00087	0.0057	no value	NAN	15.02	0.20	0.05502	0.00030	412	12	418.6	5.5	17	417.0	5.2	34	no value	NAN	-0.00007	0.00095	-0.00007	0.00095	0.320	0.037	-0.823	0.091	0.28	0.05533	0.00096	0.0063	no value	NAN	-0.108	0.014	18.14	0.31	270	140	-740	170	530	347.0	5.9	38	no value	NAN	FILENAME: R33_4.FIN2;
Z_Temora2_5	R33_5.FIN2	03/08/2012 (6) 22:00:20.24	03/08/2012 (6)	22:00:20.24	19.97	R33_5.FIN2	0.512	0.017	0.034	0.0667	0.0011	0.0055		1.236263	0.0561	0.0020	0.0025	no value	NAN	no value	NAN	416.4	6.4	33	419	12	23	no value	NAN	49	18	2.80	0.95	8.1	2.8	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.9925	0.24	478	42	9.9	1.0	0.507	0.010	0.020	0.0666	0.0011	0.0059	no value	NAN	15.04	0.26	0.05498	0.00033	413	12	417.2	6.9	13	415.4	6.8	35	no value	NAN	0.0008	0.0026	0.0008	0.0026	0.132	0.034	-2.33	0.38	0.75	0.0413	0.0036	0.019	no value	NAN	-0.74	0.29	32.0	6.2	2010	280	370	200	390	260	22	120	no value	NAN	FILENAME: R33_5.FIN2;
Z_Temora2_6	R33_6.FIN2	03/08/2012 (6) 22:08:20.24	03/08/2012 (6)	22:08:20.24	19.97	R33_6.FIN2	0.509	0.013	0.032	0.06656	0.00096	0.0056		1.264042	0.0557	0.0013	0.0020	no value	NAN	no value	NAN	415.3	5.8	34	416.1	8.6	21	no value	NAN	86	21	4.8	1.2	21.5	5.3	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.02404	0.22	423	28	5.99	0.73	0.5017	0.0091	0.022	0.06641	0.00099	0.0057	no value	NAN	15.11	0.23	0.05510	0.00031	420	13	412.6	6.1	15	414.4	6.0	35	no value	NAN	0.0004	0.0017	0.0004	0.0017	0.237	0.039	-1.10	0.19	0.46	0.0522	0.0017	0.010	no value	NAN	-0.215	0.048	20.33	0.92	1420	430	-370	200	480	328	11	62	no value	NAN	FILENAME: R33_6.FIN2;
Z_Temora2_7	R33_7.FIN2	03/08/2012 (6) 22:17:41.24	03/08/2012 (6)	22:17:41.24	19.97	R33_7.FIN2	0.484	0.020	0.035	0.0670	0.0012	0.0056		1.247494	0.0532	0.0020	0.0025	no value	NAN	no value	NAN	417.9	7.1	34	398	14	24	no value	NAN	14	25	0.9	1.2	3.7	2.1	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.92537	0.26	489	45	9.1	1.1	0.512	0.011	0.019	0.0672	0.0012	0.0058	no value	NAN	14.86	0.27	0.05547	0.00034	433	14	418.6	7.3	13	419.0	7.3	35	no value	NAN	-0.0035	0.0025	-0.0035	0.0025	0.159	0.036	-3.22	0.48	0.83	0.0324	0.0041	0.019	no value	NAN	-0.30	0.29	28.6	8.7	1730	430	-60	450	790	204	25	120	no value	NAN	FILENAME: R33_7.FIN2;
Z_Temora2_8	R33_8.FIN2	03/08/2012 (6) 22:25:41.24	03/08/2012 (6)	22:25:41.24	19.97	R33_8.FIN2	0.512	0.013	0.032	0.06662	0.00094	0.0056		1.261766	0.0564	0.0015	0.0021	no value	NAN	no value	NAN	415.6	5.7	34	420.2	8.5	21	no value	NAN	106	34	6.2	2.0	33	10	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.01051	0.21	474	34	6.97	0.69	0.5036	0.0092	0.022	0.06656	0.00099	0.0060	no value	NAN	15.05	0.22	0.05545	0.00036	428	14	413.4	6.2	15	415.3	6.0	36	no value	NAN	0.0003	0.0018	0.0003	0.0018	0.177	0.037	-0.76	0.17	0.42	0.0549	0.0016	0.0095	no value	NAN	-0.120	0.028	18.49	0.57	1430	240	-280	150	360	344.2	9.7	58	no value	NAN	FILENAME: R33_8.FIN2;
Z_Temora2_9	R33_9.FIN2	03/08/2012 (6) 22:35:01.24	03/08/2012 (6)	22:35:01.24	19.97	R33_9.FIN2	0.506	0.026	0.039	0.0660	0.0014	0.0057		1.30854	0.0578	0.0031	0.0035	no value	NAN	no value	NAN	411.8	8.6	34	411	17	26	no value	NAN	25.5	6.0	1.32	0.41	3.8	1.2	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.15152	0.33	620	60	14.3	1.5	0.499	0.013	0.020	0.0656	0.0015	0.0060	no value	NAN	15.16	0.35	0.05519	0.00036	417	13	410.0	9.2	14	409.6	9.1	37	no value	NAN	0.0022	0.0039	0.0022	0.0039	0.0	1.0	-5.08	0.68	1.0	0.0176	0.0061	0.024	no value	NAN	0.36	0.67	1	16	2460	280	270	410	610	109	39	150	no value	NAN	FILENAME: R33_9.FIN2;
Z_Temora2_10	R33_10.FIN2	03/08/2012 (6) 22:43:01.24	03/08/2012 (6)	22:43:01.24	19.97	R33_10.FIN2	0.5232	0.0095	0.030	0.06715	0.00088	0.0054		1.197572	0.05537	0.00075	0.0016	no value	NAN	no value	NAN	419.3	5.3	32	427.1	6.2	20	no value	NAN	330	130	17.9	7.2	82	34	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.89203	0.20	428	18	3.79	0.43	0.5134	0.0089	0.028	0.06693	0.00090	0.0055	no value	NAN	15.00	0.20	0.05511	0.00030	419	12	420.1	6.0	19	417.5	5.5	33	no value	NAN	0.00088	0.00088	0.00088	0.00088	0.320	0.037	0.175	0.047	0.15	0.06420	0.00091	0.0056	no value	NAN	0.0205	0.0052	15.65	0.22	750	150	153	43	140	401.0	5.5	34	no value	NAN	FILENAME: R33_10.FIN2;
Z_Temora2_11	R33_11.FIN2	03/08/2012 (6) 22:52:22.24	03/08/2012 (6)	22:52:22.24	19.97	R33_11.FIN2	0.500	0.028	0.040	0.0657	0.0017	0.0056		1.29735	0.0548	0.0032	0.0035	no value	NAN	no value	NAN	410	10	34	413	19	27	no value	NAN	18.1	4.3	1.18	0.32	2.62	0.56	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.2207	0.40	623	64	14.8	1.6	0.499	0.016	0.023	0.0656	0.0018	0.0061	no value	NAN	15.27	0.43	0.05540	0.00040	425	14	409	11	15	409	11	37	no value	NAN	0.0009	0.0042	0.0009	0.0042	0.0	1.0	-7.3	1.0	1.4	-0.0012	0.0083	0.028	no value	NAN	0.63	0.80	-2	20	2590	740	550	290	420	-14	54	180	no value	NAN	FILENAME: R33_11.FIN2;
Z_Temora2_12	R33_12.FIN2	03/08/2012 (6) 23:00:23.24	03/08/2012 (6)	23:00:23.24	19.97	R33_12.FIN2	0.517	0.012	0.031	0.06673	0.00096	0.0054		1.212695	0.0557	0.0011	0.0018	no value	NAN	no value	NAN	417.3	5.7	32	422.4	7.8	21	no value	NAN	82	69	4.7	3.7	15	13	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.98576	0.22	445	23	5.20	0.62	0.5083	0.0092	0.024	0.0668	0.0010	0.0057	no value	NAN	15.05	0.22	0.05525	0.00033	423	14	416.5	6.1	16	416.8	6.1	34	no value	NAN	0.0010	0.0013	0.0010	0.0013	0.278	0.039	-0.22	0.11	0.28	0.0605	0.0014	0.0076	no value	NAN	-0.029	0.013	16.79	0.39	1020	200	-200	120	330	378.6	8.3	46	no value	NAN	FILENAME: R33_12.FIN2;
Z_Temora2_13	R33_13.FIN2	03/08/2012 (6) 23:09:43.24	03/08/2012 (6)	23:09:43.24	19.97	R33_13.FIN2	0.513	0.011	0.031	0.06685	0.00082	0.0054		1.208345	0.0548	0.0011	0.0018	no value	NAN	no value	NAN	417.5	4.9	32	419.6	7.7	21	no value	NAN	151	51	9.1	2.9	33	12	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.95886	0.18	420	25	5.05	0.57	0.5078	0.0082	0.022	0.06656	0.00083	0.0055	no value	NAN	15.03	0.19	0.05497	0.00033	413	14	416.8	5.5	15	415.3	5.0	33	no value	NAN	0.0006	0.0013	0.0006	0.0013	0.254	0.039	-0.157	0.099	0.27	0.0604	0.0011	0.0071	no value	NAN	-0.022	0.012	16.50	0.30	990	200	-120	100	280	377.7	6.6	43	no value	NAN	FILENAME: R33_13.FIN2;
Z_Temora2_14	R33_14.FIN2	03/08/2012 (6) 23:17:43.24	03/08/2012 (6)	23:17:43.24	19.97	R33_14.FIN2	0.508	0.021	0.036	0.0666	0.0011	0.0056		1.262524	0.0558	0.0021	0.0026	no value	NAN	no value	NAN	416.0	6.6	33	418	14	24	no value	NAN	52	17	2.80	0.91	4.2	4.3	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.01502	0.24	473	38	9.5	1.1	0.508	0.011	0.018	0.0666	0.0011	0.0057	no value	NAN	15.06	0.24	0.05529	0.00036	427	13	417.2	7.2	12	416.1	6.8	34	no value	NAN	-0.0004	0.0026	-0.0004	0.0026	0.162	0.036	-2.34	0.44	0.75	0.0425	0.0039	0.020	no value	NAN	-0.46	0.48	22	13	1730	320	190	230	390	267	24	120	no value	NAN	FILENAME: R33_14.FIN2;
Z_Temora2_15	R33_15.FIN2	03/08/2012 (6) 23:27:03.24	03/08/2012 (6)	23:27:03.24	19.97	R33_15.FIN2	0.496	0.021	0.036	0.0664	0.0012	0.0056		1.270141	0.0541	0.0024	0.0029	no value	NAN	no value	NAN	414.1	7.0	34	409	14	24	no value	NAN	30	11	1.69	0.62	5.1	2.0	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.06024	0.27	484	41	10.2	1.3	0.502	0.011	0.019	0.0664	0.0012	0.0060	no value	NAN	15.07	0.28	0.05527	0.00032	423	13	414.2	7.6	13	414.6	7.5	36	no value	NAN	-0.0028	0.0030	-0.0028	0.0030	0.147	0.035	-4.58	0.66	1.1	0.0218	0.0060	0.029	no value	NAN	-0.10	0.41	17	11	1740	460	560	220	360	139	39	190	no value	NAN	FILENAME: R33_15.FIN2;
Z_Temora2_16	R33_16.FIN2	03/08/2012 (6) 23:35:04.24	03/08/2012 (6)	23:35:04.24	19.97	R33_16.FIN2	0.482	0.016	0.033	0.0671	0.0010	0.0056		1.243778	0.0540	0.0018	0.0023	no value	NAN	no value	NAN	419.1	6.0	33	400	11	22	no value	NAN	66	33	3.4	1.6	9.3	2.8	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.90313	0.23	443	39	8.27	0.95	0.5106	0.0096	0.019	0.0672	0.0010	0.0057	no value	NAN	14.88	0.24	0.05552	0.00036	431	14	418.6	6.4	13	419.4	6.2	34	no value	NAN	-0.0024	0.0022	-0.0024	0.0022	0.177	0.037	-2.41	0.34	0.69	0.0406	0.0031	0.017	no value	NAN	-0.47	0.37	27.4	8.3	1690	500	-600	450	910	258	20	110	no value	NAN	FILENAME: R33_16.FIN2;
